num,country,description,designation,points,price,region_1,region_2,title,variety,winery,lat,lng
59170,US,"Sharp in acids and jammy in freshly crushed blackberries, cherries, chocolate, anise and pepper, this is an easy wine to drink with barbecue.",,84,8,California,California Other,Woodbridge by Robert Mondavi 2006 Shiraz (California),Shiraz,Woodbridge by Robert Mondavi,38.1539723,-121.300859
59194,Chile,"Leather and scents of horse hide mesh with baked, stewy aromas of plum, berry and exotic spices. This feels lush and mostly well balanced, with a level of ripeness and richness that doesn't veer into jamminess. This is rustic tasting, with roasted, leafy berry flavors along with chocolate and herbs.",Limited Edition,88,25,,,Viña Pérez Cruz 2011 Limited Edition Syrah (Maipo Valley),Syrah,Viña Pérez Cruz,-33.843644,-70.6363956
59219,US,"Simple and a bit light, this brings brambly berry and garrigue-like herbal flavors, all done in a clean, approachable style. It lacks the concentration and meatiness of the better Northwest Syrahs, but it's perfectly serviceable for everyday consumption.",,85,35,Rogue Valley,Southern Oregon,Del Rio 2009 Syrah (Rogue Valley),Syrah,Del Rio,42.4331703,-123.0917053
59263,US,"Too soft and sweet, with pie-filling flavors of blackberries, cherries, raspberries, anise and cocoa. Lacks the acidity and tannic structure to balance the sweetness, but lots of people will savor it anyway.",Family Estate Vineyard,84,35,Santa Lucia Highlands,Central Coast,Manzoni 2006 Family Estate Vineyard Syrah (Santa Lucia Highlands),Syrah,Manzoni,36.4722855,-121.4676372
59269,US,"Straightforward, this offers thin, tart fruit with excessive vanilla and tobacco flavors. There's no residual sugar, but otherwise it's right out of the Australian playbook.",Two Vines,84,8,Columbia Valley (WA),Columbia Valley,Columbia Crest 2005 Two Vines Shiraz (Columbia Valley (WA)),Shiraz,Columbia Crest,45.9570837,-119.6095194
59274,US,"Much better than the watery 2004, this wine still seems a bit light and thin for its Reserve status. It's got some tart, sharp flavors of wild blackberry, but the herbal flavors suggest unripe grapes.",Reserve,84,23,Columbia Valley (WA),Columbia Valley,Snoqualmie 2005 Reserve Syrah (Columbia Valley (WA)),Syrah,Snoqualmie,47.5279607,-121.824625
59363,US,"Give this Syrah a good decant to take the edge off the fresh tannins and acids. It's a gritty, resilient wine notable for its wealth of blackberry, black cherry, currant, beef jerky, anise and pepper flavors, accented with sweet, smoky, caramelized oak.",Mounts Vineyard,90,35,Dry Creek Valley,Sonoma,James Family Cellars 2008 Mounts Vineyard Syrah (Dry Creek Valley),Syrah,James Family Cellars,38.324269,-122.728336
59487,Argentina,"Wiry herbal aromas of blueberry and currant lead to an acidic citrusy palate that's choppy and a bit rough. Quick-hitting plum and currant flavors are herbal before hollowing out on a zesty, tannic finish.",Ampakama,84,11,San Juan,,Casa Montes 2014 Ampakama Syrah (San Juan),Syrah,Casa Montes,-31.7029961,-68.2628937
59599,US,"Aromas of dark cherry, mocha and grilled game lead to the full-bodied palate, which has firm, muscular tannins and bright acids. Subtle notes of wild berry, undergrowth and tobacco slowly surface, lending this Syrah extra appeal.",Clone 474 Colibri Vineyard,86,38,Cochise County,,Page Springs 2010 Clone 474 Colibri Vineyard Syrah (Cochise County),Syrah,Page Springs,34.7578306,-111.8950438
59608,US,"Lots of rich, oaky blackberry, cherry and currant flavors in this dry, appealing Syrah. There's a roasted meat and black-pepper note that adds appeal, but also a green streak of unripe fruit. Drink up.",,86,35,Paso Robles,Central Coast,Thacher 2010 Syrah (Paso Robles),Syrah,Thacher,35.613174,-120.844502
59664,US,"The fruit is thin and herbal, with light hints of plum. The tannins take over quickly, chewy and earthy. This is for those who like a lot of stem and herb flavors in their Syrah.",,85,17,Columbia Valley (WA),Columbia Valley,Maryhill 2011 Syrah (Columbia Valley (WA)),Syrah,Maryhill,45.671913,-120.8816084
59675,US,"Deep notes of elderberry and pepper meet with roasted lamb on the somewhat reductive nose of this bottling. The structure is a bit rigid at this early date, giving a lengthy frame to flavors of deep purple fruit, brown baking spices and a touch of vanilla.",Hilltops,92,48,Ballard Canyon,Central Coast,Stolpman 2014 Hilltops Syrah (Ballard Canyon),Syrah,Stolpman,34.6653361,-120.1142778
59691,US,"Coming from the winery's estate vineyard in The Rocks District, this aromatic brooder shows notes of crushed flowers, wet stone, orange peel, brown stems and dark fruit, along with lightly smoked meat accents. The palate boasts generous fruit and savory flavors that linger on the finish.",Tall Tales Stoney Vine Vineyard,92,60,Walla Walla Valley (WA),Columbia Valley,Dusted Valley 2014 Tall Tales Stoney Vine Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Dusted Valley,46.0243322,-118.3512597
59702,Australia,"Full bodied and rich, with extravagant mint, chocolate, cassis, coffee and cedar notes that come close to going over the top, kept in check by muscular tannins that impart the texture of fine powder to the wine's lengthy finish. Drink 2012–2020.",Green's Vineyard,93,70,Barossa Valley,,Kilikanoon 2007 Green's Vineyard Shiraz (Barossa Valley),Shiraz,Kilikanoon,-33.9201684,138.623133
59703,Australia,"Sourced from Kilikanoon's home region of Clare, this is a lush, creamy-textured Shiraz of chocolaty richness, balanced by notes of black olive, plum and mocha. It's intense but not overbearing, with lingering notes of dark fruit and spice on the finish. Drink now–2020.",Oracle,93,70,Clare Valley,,Kilikanoon 2007 Oracle Shiraz (Clare Valley),Shiraz,Kilikanoon,-33.9201684,138.623133
59741,US,"A strong and tasty oak component makes this full-bodied wine an attention-grabber, beginning with the toasted aromas, then complex and spicy flavors and firmly tannic texture. While the oakiness tamps down the fruit flavors, it does make it fun to drink.",Farrah,88,20,Lodi,Central Valley,Klinker Brick 2013 Farrah Syrah (Lodi),Syrah,Klinker Brick,38.124171,-121.2157285
59775,US,"Dry, lush and soft, with richly extracted black currant, beef jerky, sweet milk chocolate and anise flavors that go on and on. Has a prickly, peppery feeling that's a little hot.",Viking Estate Vineyard Reserve,86,65,Paso Robles,Central Coast,Adelaida 2005 Viking Estate Vineyard Reserve Syrah (Paso Robles),Syrah,Adelaida,35.645236,-120.802497
59803,Spain,"Big, meaty and broad, with thick, masculine coal, pepper and blackberry aromas. This marks a nice comeback for Abadia Retuerta, which had some weak wines in 2002 and '03; this single-vineyard Syrah is lush, loaded and bursting with char, chocolate and deep fruit. It has size, power and balance pulling it in the right direction. Probably better in another year or so.",Pago Garduña,93,110,Vino de la Tierra de Castilla y León,,Abadia Retuerta 2004 Pago Garduña Syrah (Vino de la Tierra de Castilla y León),Syrah,Abadia Retuerta,41.616351,-4.410638
59814,Italy,"Proprietor Maurizio Fuselli's 100% Syrah from coastal Tuscany—his debut vintage—could not be more encouraging. The wine exhibits pure berry fruit: Blackberry and cherry is backed by leather, spice and cigar box. The wine has tight, solid tannins, good length and a long, cherry-driven finish.",Marchesale,93,60,Toscana,,Fattoria Terre del Marchesato 2004 Marchesale Syrah (Toscana),Syrah,Fattoria Terre del Marchesato,43.214838,10.581393
59819,Italy,"Luca D'Attoma and Elena Celli's new biodynamic Syrah exhibits opulent layers of soft chocolate, spice, red berry, leather and lingering tones of vanilla bean. In the mouth, the wine is chewy, tart and bursting with plump fruit flavors.",Suisassi,93,112,Toscana,,Duemani 2004 Suisassi Syrah (Toscana),Syrah,Duemani,39.1894419,-106.8207735
59889,South Africa,"A smoky, spicy nose leads to a lovely integration of tannin and balance in this elegant wine. The touch of Viognier adds a pretty floral quality to the anise and smoke of the Shiraz. Long and lively finish. Imported by GBW, LLC.",The Joshua Barrel Selection,90,45,,,Graham Beck 2003 The Joshua Barrel Selection Shiraz (Coastal Region),Shiraz,Graham Beck,35.949492,-78.988831
59925,US,"Lots of complex flavors in this bone-dry wine, and they range well beyond berry-cherry fruit into more interesting realms of leather, coffee, unsweetened cocoa, bacon, pepper spice and minerals. The wine shows a brisk acidity, and the tannins are intricate. Feels a bit austere and aloof now, withholding its best. Should offer more in 3-5 years, but not much beyond that before the fruit collapses.",Occidental Road Vineyard,89,35,Sonoma Coast,Sonoma,Sonoma Coast Vineyards 2007 Occidental Road Vineyard Syrah (Sonoma Coast),Syrah,Sonoma Coast Vineyards,38.325016,-123.0394451
59933,Australia,"Full-bodied and supple in texture, this plummy Shiraz offers plenty of enjoyment at a realistic price. Vanilla and brown sugar notes frame blueberries and spice, with just a hint of bitterness apparent on the finish. Drink now–2012.",The Parson's Nose,89,18,McLaren Vale,,Chapel Hill 2008 The Parson's Nose Shiraz (McLaren Vale),Shiraz,Chapel Hill,35.9494924,-79.058975
59957,US,"Raymond brings their expert Cabernet touch to this Syrah. It has the rich, balanced tannins you expect from a Napa red wine, along with oodles of juicy blackberries, blueberries and cherries. But the smoked meat and black pepper notes belong to Syrah.",Small Lot Collection,90,45,Napa Valley,Napa,Raymond 2010 Small Lot Collection Syrah (Napa Valley),Syrah,Raymond,38.481946,-122.4346645
59994,US,"A perennial standout, this Syrah is cofermented with 10% Viognier, all fruit sourced from a site on the western edge of Sonoma Mountain in the cool confines of the Petaluma Gap. Beautiful and bold, it imparts a focused line of blackberry and lavender flavors over a lush backdrop of sizzling acidity and smoked meat scents.",Rodgers Creek Vineyard,95,75,Sonoma Coast,Sonoma,Ramey 2013 Rodgers Creek Vineyard Syrah (Sonoma Coast),Syrah,Ramey,38.6035765,-122.8625648
60024,US,"Made from vines planted several decades ago, this wine shows its worldly sophistication with pungent, smoky earth and gravelly texture. The overall impression is sensual and seductive, enriched by bright blackberry and raspberry flavors and appreciable acidity.",Headpruned Block,95,50,Russian River Valley,Sonoma,Limerick Lane 2015 Headpruned Block Syrah (Russian River Valley),Syrah,Limerick Lane,38.5882721,-122.8300018
60048,US,"Terre Rouge's Ascent is, as intended, indeed its best of the best, from a selection of worship-worthy sites strewn across the Sierra Foothills. With deep layers of black pepper, roasted game, leather and a mouthful of dust, it's structured, balanced and intense, and full of concentrated fruit. Give it 7–10 years or plenty of air before enjoying with a dish of herb-encrusted meat.",Ascent,93,85,Sierra Foothills,Sierra Foothills,Terre Rouge 2010 Ascent Syrah (Sierra Foothills),Syrah,Terre Rouge,38.5203975,-120.8238467
60055,US,"Somms will have fun pairing this wine with just the right foods. It's very complex, with the blackberry, currant and cocoa fruit balanced by earthy, meaty notes. The tannins are rich and fine, hinting at future development. This is Larner's inaugural release, making it a winery to watch. Drink now–2015.",Estate Grown,92,38,Santa Ynez Valley,Central Coast,Larner 2009 Estate Grown Syrah (Santa Ynez Valley),Syrah,Larner,34.6656489,-120.114879
60134,US,"Blueberry sauce and toasted vanilla notes are mild on the nose, with crushed blackberries and black pepper gracing the palate. Ample body and silk tannins make this Syrah approachable, easy and perfect for backyard barbeques.",,87,35,Colorado,,The Infinite Monkey Theorem 2013 Syrah (Colorado),Syrah,The Infinite Monkey Theorem,39.7642164,-104.9778219
60150,US,"Good in many respects, from the dryness and rich, intricate tannins to the pepper-accented black currant, chocolate and anise flavors. But there's a touch of overripe, Porty raisins, and the wine is too soft for ageability.",Reserve,84,25,Sonoma Mountain,Sonoma,Work 2004 Reserve Syrah (Sonoma Mountain),Syrah,Work,36.1514159,-79.2732445
60160,Australia,Roast beef and black cherry notes open this juicy example from South Australia. Fresh but diffuse fruit notes dominate the crisp palate and lead to a cherry-flavored finish that lacks persistance. Drink now.,,84,12,South Australia,,Razor's Edge 2006 Shiraz (South Australia),Shiraz,Razor's Edge,39.2558298,-77.5727272
60212,US,"This Syrah shows ripe blackberry, mulberry and currant flavors, plus notes of smoked meat, charred bone, anise and black pepper. With firm tannins and fine minerality, this clonal Syrah has great structure. It's terrific to drink now after some time in a decanter, and it can also age for 6–8 more years.",Colson Canyon Vineyard Clone 877,91,35,Santa Barbara County,Central Coast,Brander 2010 Colson Canyon Vineyard Clone 877 Syrah (Santa Barbara County),Syrah,Brander,34.6573086,-120.0983387
60225,Israel,"This dark and attractive Shiraz shows excellent balance and a satiny texture. Notes of brambly raspberry and cherry mingle with seductive hints of sweet smoke, game and pepper. Hints of spicy mocha and forest berry linger on the finish. Approachable now, but should hold well and develop additional complexities through 2016.",Kayoumi Single Vineyard,91,33,,,Carmel 2009 Kayoumi Single Vineyard Shiraz (Galilee),Shiraz,Carmel,39.9778342,-86.1471104
